	SUBJECT_NAME	PREDICATE	OBJECT_NAME	PMID	SUBJECT_CUI	SUBJECT_SEMTYPE	OBJECT_CUI	OBJECT_SEMTYPE	PREDICATION_ID	SENTENCE_ID	SUBJECT_NOVELTY	OBJECT_NOVELTY
1158	NGLY1 gene	ASSOCIATED_WITH	Functional disorder	24651605	C1425023	gngm	C0277785	patf	83597989	153987984	1	1
1159	Disease	COEXISTS_WITH	Mutation, Nonsense	24651605	C0012634	dsyn	C0544885	comd	83598012	153988040	0	1
1160	Mutation	CAUSES	Congenital Disorders	25331899	C0026882	genf	C0242354	dsyn	83634074	154060027	1	0
1161	Homologous Gene	PART_OF	Family	25331899	C1334043	gngm	C0015576	humn	83634149	154060159	1	1
1162	Rod Photoreceptors	PART_OF	member	25331899	C0206427	cell	C0680022	humn	83634151	154060159	1	1
1163	Autophagy	AFFECTS	Homeostasis	25206537	C0004391	celf	C0019868	orgf	83659838	154109821	1	1
1164	Glucocorticoid deficiency with achalasia	COEXISTS_WITH	Rare Diseases	24139699	C0271742	dsyn	C0678236	dsyn	83745092	154275204	1	1
1165	Glucocorticoid deficiency with achalasia	ISA	Achalasia	24139699	C0271742	dsyn	C1321756	fndg	83745096	154275204	1	1
1166	Adrenal gland hypofunction	COEXISTS_WITH	Rare Diseases	24139699	C0001623	dsyn	C0678236	dsyn	83745102	154275204	1	1
1167	Muscular Atrophy	COEXISTS_WITH	Rare Diseases	24139699	C0026846	dsyn	C0678236	dsyn	83745107	154275204	1	1
1168	Alacrima	COEXISTS_WITH	Rare Diseases	24139699	C0344505	cgab	C0678236	dsyn	83745115	154275204	1	1
1169	Autonomic dysfunction	COEXISTS_WITH	Rare Diseases	24139699	C0741307	patf	C0678236	dsyn	83745123	154275204	1	1
1170	Achalasia	COEXISTS_WITH	Rare Diseases	24139699	C1321756	fndg	C0678236	dsyn	83745129	154275204	1	1
1171	Electrophysiological studies	DIAGNOSES	Amyotrophic Lateral Sclerosis	24139699	C0850293	diap	C0002736	dsyn	83745219	154275419	1	1
1172	Glucocorticoid deficiency with achalasia	ISA	nervous system disorder	24139699	C0271742	dsyn	C0027765	dsyn	83745263	154275486	1	0
1173	Glucocorticoid deficiency with achalasia	CAUSES	nervous system disorder	24139699	C0271742	dsyn	C0027765	dsyn	83745267	154275486	1	0
1174	chronic	ISA	Course	24139699	C0205191	tmco	C0750729	tmco	83745295	154275535	1	1
1175	Saccharomyces cerevisiae	LOCATION_OF	Proteins	24527708	C0036025	fngs	C0033684	aapp	83918512	154630286	1	1
1176	Glycopeptidase F	ISA	Proteins	24527708	C0377091	aapp	C0033684	aapp	83918633	154630532	1	1
1177	Heat shock proteins	PART_OF	Human	23993988	C0018850	aapp	C0020114	humn	85043116	156882658	1	1
1178	Heat shock proteins	PART_OF	Human	23993988	C0018850	aapp	C0020114	humn	85043118	156882658	1	1
1179	Receptors, Pattern Recognition	CAUSES	Sarcoid type granuloma	23993988	C1564907	aapp	C0333419	neop	85043122	156882658	1	1
1180	Heat shock proteins	AFFECTS	host	23993988	C0018850	aapp	C1167395	celc	85043126	156882658	1	1
1181	Heat shock proteins	PART_OF	Human	23993988	C0018850	aapp	C0020114	humn	85043170	156882774	1	1
1182	Phagocytes	LOCATION_OF	Receptors, Pattern Recognition	23993988	C0031307	cell	C1564907	aapp	85043173	156882774	1	1
1183	Heat shock proteins	INTERACTS_WITH	Interleukin-2	23993988	C0018850	aapp	C0021756	aapp	85043210	156882877	1	1
1184	Heat shock proteins	PART_OF	Human	23993988	C0018850	aapp	C0020114	humn	85043214	156882877	1	1
1185	Interleukin-2	ISA	cytokine	23993988	C0021756	aapp	C0079189	aapp	85043222	156882877	1	1
1186	Heat shock proteins	INTERACTS_WITH	cytokine	23993988	C0018850	aapp	C0079189	aapp	85043224	156882877	1	1
1187	Interleukin-2	CAUSES	Autoimmunity	23993988	C0021756	aapp	C0004368	patf	85043228	156882877	1	1
1188	Cells	LOCATION_OF	Amyloid beta-Protein Precursor	23993988	C0007634	cell	C0085151	aapp	85043278	156882934	1	1
1189	Sarcoidosis	NEG_COEXISTS_WITH	Tattoo	23993988	C0036202	dsyn	C1366940	fndg	85043282	156882934	1	1
1190	Heat shock proteins	PART_OF	Human	23993988	C0018850	aapp	C0020114	humn	85043304	156883026	1	1
1191	Organ	LOCATION_OF	Sarcoidosis	23993988	C0178784	bpoc	C0036202	dsyn	85043322	156883079	1	1
1192	Porcine Reproductive and Respiratory Syndrome	AFFECTS	Sarcoidosis	23993988	C0376538	dsyn	C0036202	dsyn	85043329	156883079	1	1
1193	Rare Diseases	PROCESS_OF	Human	22377913	C0678236	dsyn	C0020114	humn	85713147	158235462	1	1
1194	Cell physiology	PROCESS_OF	Protein Glycosylation	22377913	C0007613	celf	C0376322	npop	85713150	158235472	1	1
1195	Organism	LOCATION_OF	Polysaccharides	22377913	C0029235	orgm	C0032594	carb	85713155	158235477	0	1
1196	Cells	PART_OF	Patients	24153356	C0007634	cell	C0030705	humn	85751865	158313938	1	0
1197	N-Acetylneuraminic Acid	PART_OF	Cells	24153356	C0067762	bacs	C0007634	cell	85751866	158313938	1	1
1198	Assay	METHOD_OF	Detection	24153356	C1510438	lbpr	C1511790	topp	85751867	158313938	1	1
1199	Cells	LOCATION_OF	N-Acetylneuraminic Acid	24153356	C0007634	cell	C0067762	carb	85751869	158313950	1	1
1200	Monoclonal Antibodies	PART_OF	Oryctolagus cuniculus	24113653	C0003250	aapp	C0034493	mamm	85892645	158585897	1	1
1201	MAPT gene	ASSOCIATED_WITH	Alzheimer's Disease	24113653	C1446659	gngm	C0002395	dsyn	85892650	158585903	1	1
1202	MAPT gene	ASSOCIATED_WITH	Tauopathies	24113653	C1446659	gngm	C0949664	dsyn	85892651	158585903	1	1
1203	Alzheimer's Disease	ISA	Tauopathies	24113653	C0002395	dsyn	C0949664	dsyn	85892653	158585903	1	1
1204	paired helical filament	ISA	Pathologic Processes	24113653	C0597162	comd	C0030660	patf	85892654	158585903	1	1
1205	Tauopathies	ISA	Alzheimer's Disease	24113653	C0949664	dsyn	C0002395	dsyn	85892655	158585903	1	1
1206	MAPT gene	ASSOCIATED_WITH	Alzheimer's Disease	24113653	C1446659	gngm	C0002395	dsyn	85892656	158585903	1	1
1207	MAPT gene	ASSOCIATED_WITH	Tauopathies	24113653	C1446659	gngm	C0949664	dsyn	85892657	158585903	1	1
1208	Acetylglucosamine	INTERACTS_WITH	MAPT gene	24113653	C0001056	bacs	C1446659	gngm	85892662	158585911	1	1
1209	Monoclonal Antibodies	PART_OF	Oryctolagus cuniculus	24113653	C0003250	aapp	C0034493	mamm	85892668	158585922	1	1
1210	MAPT gene	PART_OF	Human	21981382	C1446659	gngm	C0020114	humn	85903679	158606410	1	1
1211	Alloxan	CAUSES	Oxidative Stress	21981382	C0002151	antb	C0242606	comd	85903680	158606410	1	1
1212	MAPT gene	DISRUPTS	Tauopathies	21981382	C1446659	gngm	C0949664	dsyn	85903682	158606410	1	1
1213	Alloxan	ISA	Therapeutic procedure	21981382	C0002151	antb	C0087111	topp	85903693	158606420	1	0
1214	Therapeutic procedure	USES	Alloxan	21981382	C0087111	topp	C0002151	antb	85903695	158606420	0	1
1215	Mice, Transgenic	LOCATION_OF	MAPT gene	21981382	C0025936	mamm	C1446659	aapp	85903704	158606428	1	1
1216	MAPT gene	INHIBITS	Tubulin	21981382	C1446659	gngm	C0041348	gngm	85903706	158606428	1	1
1217	MAPT gene	AUGMENTS	spatial memory	21981382	C1446659	gngm	C0814087	menp	85903711	158606435	1	1
1218	Heat shock proteins	AFFECTS	Stress	22223164	C0018850	aapp	C0038435	fndg	85992824	158785277	1	1
1219	Disease	PROCESS_OF	Human	22223164	C0012634	dsyn	C0020114	humn	85992831	158785294	0	1
1220	secretory pathway	AFFECTS	Pathogenesis	22223164	C1159342	celf	C0699748	patf	85992834	158785294	1	0
1221	Functional disorder	CAUSES	Disease	22223164	C0277785	patf	C0012634	dsyn	85992837	158785294	1	0
1222	Endoplasmic Reticulum	AFFECTS	Cell Death	22223164	C0014239	celc	C0007587	celf	85992845	158785300	1	1
1223	Endoplasmic Reticulum	LOCATION_OF	Proteins	22223164	C0014239	celc	C0033684	aapp	85992849	158785312	1	1
1224	Stress	COEXISTS_WITH	Disease	22223164	C0038435	fndg	C0012634	dsyn	85992861	158785329	1	0
1225	Hypoxia	COEXISTS_WITH	Stress	22223164	C0242184	patf	C0038435	fndg	85992862	158785329	1	1
1226	SCFD1 gene	ASSOCIATED_WITH	Disease	22223164	C1427098	aapp	C0012634	dsyn	85992864	158785329	1	0
1227	Heat shock proteins	ASSOCIATED_WITH	Disease	22223164	C0018850	aapp	C0012634	dsyn	85992865	158785329	1	0
1228	glucose-regulated proteins	ASSOCIATED_WITH	Disease	22223164	C0061421	aapp	C0012634	dsyn	85992866	158785329	1	0
1229	150 kDa oxygen-regulated protein	ASSOCIATED_WITH	Disease	22223164	C0377954	aapp	C0012634	dsyn	85992867	158785329	1	0
1230	Mucins	ISA	Glycoproteins	16001505	C0026682	aapp	C0017968	aapp	33427776	57696179	1	1
1231	MUC5AC gene	ISA	Glycoproteins	16001505	C1417497	aapp	C0017968	aapp	33427776	57696179	1	1
1232	APP gene	PART_OF	Patients	12530689	C1364818	gngm	C0030705	humn	37106276	64115134	1	0
1233	APP gene	PART_OF	Patients	12530689	C1364818	gngm	C0030705	humn	37106276	64115134	1	0
1234	APP gene	PART_OF	12q13	12548737	C1364818	gngm	C1520491	nusq	38082131	65781220	1	1
1235	APP gene	PART_OF	12q13	12548737	C1364818	gngm	C1520491	nusq	38082131	65781220	1	1
1236	APP gene	ISA	Genes	12548737	C1364818	gngm	C0017337	gngm	38082143	65781220	1	1
1237	APP gene	ISA	Genes	12548737	C1364818	gngm	C0017337	gngm	38082143	65781220	1	1
1238	MICE gene	PART_OF	Body tissue	11404002	C1417166	gngm	C0040300	tisu	38269556	66101417	1	1
1239	MICE gene	PART_OF	Body tissue	11404002	C1417166	gngm	C0040300	tisu	38269556	66101417	1	1
1240	AAAS gene	CAUSES	Adrenal gland hypofunction	16609705	C1422135	gngm	C0001623	dsyn	39574255	68351068	1	1
1241	AAAS gene	CAUSES	Adrenal gland hypofunction	16609705	C1422135	gngm	C0001623	dsyn	39574255	68351068	1	1
1242	AAAS gene	PART_OF	12q13	17911039	C1422135	gngm	C1520491	nusq	40281466	69646121	1	1
1243	AAAS gene	PART_OF	12q13	17911039	C1422135	gngm	C1520491	nusq	40281466	69646121	1	1
1244	DNAJB6 gene	AFFECTS	biological adaptation to stress	16980445	C1423027	gngm	C0149784	phsf	40628669	70278440	1	1
1245	DNAJA2 gene	AFFECTS	biological adaptation to stress	16980445	C1423023	gngm	C0149784	phsf	40628669	70278440	1	1
1246	DNAJC14 gene	AFFECTS	biological adaptation to stress	16980445	C1428391	gngm	C0149784	phsf	40628669	70278440	1	1
1247	DNAJB6 gene	AFFECTS	Cell Cycle Progression	16980445	C1423027	gngm	C1516334	celf	40628672	70278440	1	1
1248	DNAJA2 gene	AFFECTS	Cell Cycle Progression	16980445	C1423023	gngm	C1516334	celf	40628672	70278440	1	1
1249	DNAJC14 gene	AFFECTS	Cell Cycle Progression	16980445	C1428391	gngm	C1516334	celf	40628672	70278440	1	1
1250	APP gene	ASSOCIATED_WITH	Adrenal gland hypofunction	16528113	C1364818	gngm	C0001623	dsyn	42303112	73320667	1	1
1251	APP gene	ASSOCIATED_WITH	Adrenal gland hypofunction	16528113	C1364818	gngm	C0001623	dsyn	42303112	73320667	1	1
1252	APP gene	PART_OF	Rattus norvegicus	15680696	C1364818	gngm	C0034693	mamm	42530016	73734482	1	1
1253	APP gene	PART_OF	Rattus norvegicus	15680696	C1364818	gngm	C0034693	mamm	42530016	73734482	1	1
1254	AAAS gene	PART_OF	12q13	16938764	C1422135	gngm	C1520491	nusq	45021192	78289800	1	1
1255	AAAS gene	PART_OF	12q13	16938764	C1422135	gngm	C1520491	nusq	45021192	78289800	1	1
1256	c-myc Genes	INTERACTS_WITH	Regulatory Protein	12882516	C0079068	aapp	C0815047	aapp	45182143	78587033	1	1
1257	MYC gene	INTERACTS_WITH	Regulatory Protein	12882516	C0086661	aapp	C0815047	aapp	45182143	78587033	1	1
1258	NOS3 protein, human	INTERACTS_WITH	Regulatory Protein	12882516	C0669365	aapp	C0815047	aapp	45182151	78587033	1	1
1259	NOS3 gene	INTERACTS_WITH	Regulatory Protein	12882516	C1328053	aapp	C0815047	aapp	45182151	78587033	1	1
1260	SP1 gene	INTERACTS_WITH	Regulatory Protein	12882516	C1335858	aapp	C0815047	aapp	45182152	78587033	1	1
1261	SP1 gene	INTERACTS_WITH	Regulatory Protein	12882516	C1335858	aapp	C0815047	aapp	45182152	78587033	1	1
1262	CUX1 gene	AUGMENTS	Object Attachment	14675190	C1413827	gngm	C0028758	menp	48136363	84011742	1	1
1263	ARFGEF1 gene	AUGMENTS	Object Attachment	14675190	C1538920	gngm	C0028758	menp	48136363	84011742	1	1
1264	ARID2 gene	AUGMENTS	Object Attachment	14675190	C1425257	gngm	C0028758	menp	48136363	84011742	1	1
1265	Transferrin	PART_OF	Human	17523137	C0040679	aapp	C0020114	humn	48862955	85348566	1	1
1266	TF gene	PART_OF	Human	17523137	C1442762	aapp	C0020114	humn	48862955	85348566	1	1
1267	Transferrin	ISA	Glycoproteins	17523137	C0040679	aapp	C0017968	aapp	48862961	85348566	1	1
1268	TF gene	ISA	Glycoproteins	17523137	C1442762	aapp	C0017968	aapp	48862961	85348566	1	1
1269	ATXN10 gene	INTERACTS_WITH	Transferase	16714295	C1538308	gngm	C0040676	gngm	48962445	85528200	1	1
1270	ATXN10 gene	INTERACTS_WITH	Transferase	16714295	C1538308	gngm	C0040676	gngm	48962445	85528200	1	1
1271	ATXN10 gene	PART_OF	PC12 Cells	16714295	C1538308	gngm	C0085262	cell	48962789	85528802	1	1
1272	ATXN10 gene	PART_OF	PC12 Cells	16714295	C1538308	gngm	C0085262	cell	48962789	85528802	1	1
1273	Thyroglobulin	INTERACTS_WITH	secretory protein	15623514	C0040123	aapp	C0597427	aapp	51128179	89557662	1	1
1274	TG gene	INTERACTS_WITH	secretory protein	15623514	C1420709	aapp	C0597427	aapp	51128179	89557662	1	1
1275	APP gene	INTERACTS_WITH	Lipids	17255094	C1364818	gngm	C0023779	lipd	51865671	90913729	1	1
1276	APP gene	INTERACTS_WITH	Lipids	17255094	C1364818	gngm	C0023779	lipd	51865671	90913729	1	1
1277	APP gene	ASSOCIATED_WITH	Muscular Atrophy	18628786	C1364818	gngm	C0026846	dsyn	52234066	91599255	1	1
1278	APP gene	ASSOCIATED_WITH	Muscular Atrophy	18628786	C1364818	gngm	C0026846	dsyn	52234066	91599255	1	1
1279	AAAS gene	PART_OF	12q13	20051279	C1422135	gngm	C1520491	nusq	54934743	96778208	1	1
1280	AAAS gene	PART_OF	12q13	20051279	C1422135	gngm	C1520491	nusq	54934743	96778208	1	1
1281	APP gene	PART_OF	Family	21626165	C1364818	gngm	C0015576	humn	57100418	100940463	1	1
1282	APP gene	PART_OF	Family	21626165	C1364818	gngm	C0015576	humn	57100418	100940463	1	1
1283	IgA1	NEG_TREATS	Celiac Disease	20938724	C0020840	aapp	C0007570	dsyn	58071637	102810230	1	1
1284	CD79A gene	NEG_TREATS	Celiac Disease	20938724	C1413238	aapp	C0007570	dsyn	58071637	102810230	1	1
1285	AAAS gene	CAUSES	Glucocorticoid deficiency with achalasia	23056690	C1422135	gngm	C0271742	dsyn	59520160	105607711	1	1
1286	AAAS gene	CAUSES	Glucocorticoid deficiency with achalasia	23056690	C1422135	gngm	C0271742	dsyn	59520160	105607711	1	1
1287	protein O-mannose beta-1,2-N-acetylglucosaminyltransferase	ISA	Enzymes	19114101	C1100372	aapp	C0014442	enzy	61833359	110116423	1	1
1288	POMGNT1 gene	ISA	Enzymes	19114101	C1826644	aapp	C0014442	enzy	61833359	110116423	1	1
1289	protein O-mannose beta-1,2-N-acetylglucosaminyltransferase	DISRUPTS	Regenerating muscle fiber	19114101	C1100372	aapp	C0034964	cell	61833542	110116739	1	1
1290	POMGNT1 gene	DISRUPTS	Regenerating muscle fiber	19114101	C1826644	aapp	C0034964	cell	61833542	110116739	1	1
1291	protein O-mannose beta-1,2-N-acetylglucosaminyltransferase	DISRUPTS	Muscle Fibers	19114101	C1100372	aapp	C0242697	cell	61833546	110116739	1	1
1292	POMGNT1 gene	DISRUPTS	Muscle Fibers	19114101	C1826644	aapp	C0242697	cell	61833546	110116739	1	1
1293	Transferrin	INTERACTS_WITH	Glycoproteins	18712764	C0040679	aapp	C0017968	aapp	62970460	112335399	1	1
1294	TF gene	INTERACTS_WITH	Glycoproteins	18712764	C1442762	aapp	C0017968	aapp	62970460	112335399	1	1
1295	Transferrin	ADMINISTERED_TO	Patients	18712764	C0040679	aapp	C0030705	humn	62970577	112335697	1	0
1296	TF gene	ADMINISTERED_TO	Patients	18712764	C1442762	aapp	C0030705	humn	62970577	112335697	1	0
1297	ACACA gene	INTERACTS_WITH	Glucosamine	21494549	C1412104	gngm	C0017718	carb	63295940	112957163	1	1
1298	BMS1 gene	INTERACTS_WITH	Glucosamine	21494549	C1428109	gngm	C0017718	carb	63295940	112957163	1	1
1299	PRKAA1 gene	INTERACTS_WITH	Glucosamine	21494549	C1418897	gngm	C0017718	carb	63295945	112957163	1	1
1300	PRKAA2 gene	INTERACTS_WITH	Glucosamine	21494549	C1418898	gngm	C0017718	carb	63295945	112957163	1	1
1301	PRKAB1 gene	INTERACTS_WITH	Glucosamine	21494549	C1418899	gngm	C0017718	carb	63295945	112957163	1	1
1302	MAL gene	ASSOCIATED_WITH	Symptoms	22492991	C1416989	gngm	C1457887	sosy	65745422	117759463	1	0
1303	CD8A gene	ASSOCIATED_WITH	Symptoms	22492991	C1413244	gngm	C1457887	sosy	65745422	117759463	1	0
1304	MAL gene	ASSOCIATED_WITH	Symptoms	22492991	C1416989	gngm	C1457887	sosy	65745422	117759463	1	0
1305	MKL1 gene	ASSOCIATED_WITH	Symptoms	22492991	C1422572	gngm	C1457887	sosy	65745422	117759463	1	0
1306	TIRAP gene	ASSOCIATED_WITH	Symptoms	22492991	C1424810	gngm	C1457887	sosy	65745422	117759463	1	0
1307	CYP19A1 gene	PREDISPOSES	Endometriosis, site unspecified	23139742	C1366496	gngm	C0014175	dsyn	69304805	124805928	1	1
1308	CYP19A1 gene	PREDISPOSES	Endometriosis, site unspecified	23139742	C1366496	gngm	C0014175	dsyn	69304805	124805928	1	1
1309	TGFB1 protein, human	PART_OF	House mice	21852685	C0080222	aapp	C0025914	mamm	70325394	126844682	1	1
1310	TGFB1 gene	PART_OF	House mice	21852685	C1366557	aapp	C0025914	mamm	70325394	126844682	1	1
1311	Small Nuclear Ribonucleoprotein Polypeptide F	PART_OF	Fibroblasts	21852685	C1367790	aapp	C0016030	cell	70325402	126844682	1	1
1312	SMN1 gene	PART_OF	Fibroblasts	21852685	C1420257	aapp	C0016030	cell	70325402	126844682	1	1
1313	Small Nuclear Ribonucleoprotein Polypeptide F	PART_OF	Fibroblasts	21852685	C1367790	aapp	C0016030	cell	70325406	126844682	1	1
1314	SMN1 gene	PART_OF	Fibroblasts	21852685	C1420257	aapp	C0016030	cell	70325406	126844682	1	1
1315	Small Nuclear Ribonucleoprotein Polypeptide F	PART_OF	Human	21852685	C1367790	aapp	C0020114	humn	70325450	126844848	1	1
1316	SMN1 gene	PART_OF	Human	21852685	C1420257	aapp	C0020114	humn	70325450	126844848	1	1
1317	Small Nuclear Ribonucleoprotein Polypeptide F	PART_OF	House mice	21852685	C1367790	aapp	C0025914	mamm	70325477	126844848	1	1
1318	SMN1 gene	PART_OF	House mice	21852685	C1420257	aapp	C0025914	mamm	70325477	126844848	1	1
1319	Small Nuclear Ribonucleoprotein Polypeptide F	STIMULATES	Collagen Type I	21852685	C1367790	aapp	C0041455	gngm	70325525	126844958	1	1
1320	SMN1 gene	STIMULATES	Collagen Type I	21852685	C1420257	aapp	C0041455	gngm	70325525	126844958	1	1
1321	TLR4 protein, human	PART_OF	Endosomes	22728164	C1321919	aapp	C0034850	celc	70700693	127583041	1	1
1322	TLR4 gene	PART_OF	Endosomes	22728164	C1336636	aapp	C0034850	celc	70700693	127583041	1	1
1323	TLR4 protein, human	PART_OF	Endosomes	22728164	C1321919	aapp	C0034850	celc	70700783	127583220	1	1
1324	TLR4 gene	PART_OF	Endosomes	22728164	C1336636	aapp	C0034850	celc	70700783	127583220	1	1
1325	TLR4 protein, human	INTERACTS_WITH	Sirolimus (substance)	22728164	C1321919	aapp	C0072980	antb	70700790	127583220	1	1
1326	TLR4 gene	INTERACTS_WITH	Sirolimus (substance)	22728164	C1336636	aapp	C0072980	antb	70700790	127583220	1	1
1327	NADPH Oxidase 1	ASSOCIATED_WITH	Parkinson Disease	23077033	C1417769	aapp	C0030567	dsyn	70885979	127950629	1	1
1328	NOX1 gene	ASSOCIATED_WITH	Parkinson Disease	23077033	C1456389	aapp	C0030567	dsyn	70885979	127950629	1	1
1329	GALT gene	CAUSES	Oxidative Stress	26143117	C1414962	aapp	C0242606	comd	77129890	141098357	1	1
1330	B3GLCT gene	CAUSES	Oxidative Stress	26143117	C1825855	aapp	C0242606	comd	77129890	141098357	1	1
1331	transglutaminase 2	STIMULATES	Proteins	24481335	C0529334	aapp	C0033684	gngm	80666388	148120808	1	1
1332	TGM2 gene	STIMULATES	Proteins	24481335	C1420714	aapp	C0033684	gngm	80666388	148120808	1	1
1333	transglutaminase 2	ASSOCIATED_WITH	Degenerative disorder	24481335	C0529334	aapp	C1285162	dsyn	80666571	148121137	1	1
1334	TGM2 gene	ASSOCIATED_WITH	Degenerative disorder	24481335	C1420714	aapp	C1285162	dsyn	80666571	148121137	1	1
1335	NTRK1 gene	INTERACTS_WITH	COG7 gene	25331899	C0919487	gngm	C1425654	gngm	83634177	154060238	1	1
1336	NTRK1 gene	INTERACTS_WITH	COG7 gene	25331899	C0919487	gngm	C1425654	gngm	83634177	154060238	1	1
1337	HDAC2 gene	AUGMENTS	spatial memory	21981382	C1333892	gngm	C0814087	menp	85903712	158606435	1	1
1338	HDAC2 gene	AUGMENTS	spatial memory	21981382	C1333892	gngm	C0814087	menp	85903712	158606435	1	1
1339	Serum	LOCATION_OF	Transferrin	8981095	C0229671	bdsu	C0040679	aapp	21277176	37283190	1	1
1340	Serum	LOCATION_OF	TF gene	8981095	C0229671	bdsu	C1442762	aapp	21277176	37283190	1	1
1341	Serum	LOCATION_OF	Transferrin	8981095	C0229671	bdsu	C0040679	aapp	21277210	37283275	1	1
1342	Serum	LOCATION_OF	TF gene	8981095	C0229671	bdsu	C1442762	aapp	21277210	37283275	1	1
1343	Serum	LOCATION_OF	Transferrin	8981095	C0229671	bdsu	C0040679	aapp	21277405	37283458	1	1
1344	Serum	LOCATION_OF	TF gene	8981095	C0229671	bdsu	C1442762	aapp	21277405	37283458	1	1
1345	Serum	LOCATION_OF	Transferrin	8981095	C0229671	bdsu	C0040679	aapp	21277518	37283685	1	1
1346	Serum	LOCATION_OF	TF gene	8981095	C0229671	bdsu	C1442762	aapp	21277518	37283685	1	1
1347	Serum	LOCATION_OF	Transferrin	8981095	C0229671	bdsu	C0040679	aapp	21277601	37283863	1	1
1348	Serum	LOCATION_OF	TF gene	8981095	C0229671	bdsu	C1442762	aapp	21277601	37283863	1	1
1349	Stimulation procedure	USES	Corticotropin	10068747	C1292856	topp	C0001655	aapp	27704471	47948836	1	1
1350	Stimulation procedure	USES	POMC gene	10068747	C1292856	topp	C1337111	aapp	27704471	47948836	1	1
1351	Glycoconjugates	COEXISTS_WITH	CDAN2 gene	11836161	C0017906	carb	C1413249	gngm	35411717	61159655	1	1
1352	Glycoconjugates	COEXISTS_WITH	SEC23B gene	11836161	C0017906	carb	C1419926	gngm	35411717	61159655	1	1
1353	Serum	LOCATION_OF	Transferrin	9579803	C0229671	bdsu	C0040679	aapp	36089854	62351179	1	1
1354	Serum	LOCATION_OF	TF gene	9579803	C0229671	bdsu	C1442762	aapp	36089854	62351179	1	1
1355	Patients	LOCATION_OF	Transferrin	9579803	C0030705	humn	C0040679	aapp	36089858	62351179	0	1
1356	Patients	LOCATION_OF	TF gene	9579803	C0030705	humn	C1442762	aapp	36089858	62351179	0	1
1357	Serum	LOCATION_OF	Transferrin	9579803	C0229671	bdsu	C0040679	aapp	36089937	62351337	1	1
1358	Serum	LOCATION_OF	TF gene	9579803	C0229671	bdsu	C1442762	aapp	36089937	62351337	1	1
1359	Child	LOCATION_OF	Transferrin	9579803	C0008059	humn	C0040679	aapp	36089955	62351337	1	1
1360	Child	LOCATION_OF	TF gene	9579803	C0008059	humn	C1442762	aapp	36089955	62351337	1	1
1361	Serum	LOCATION_OF	Transferrin	9579803	C0229671	bdsu	C0040679	aapp	36090109	62351648	1	1
1362	Serum	LOCATION_OF	TF gene	9579803	C0229671	bdsu	C1442762	aapp	36090109	62351648	1	1
1363	Patients	LOCATION_OF	APP gene	12530689	C0030705	humn	C1364818	aapp	37106110	64114835	0	1
1364	Patients	LOCATION_OF	APP gene	12530689	C0030705	humn	C1364818	aapp	37106110	64114835	0	1
1365	DNA	PART_OF	AAAS gene	17880786	C0012854	bacs	C1422135	aapp	39268976	67787011	1	1
1366	DNA	PART_OF	AAAS gene	17880786	C0012854	bacs	C1422135	aapp	39268976	67787011	1	1
1367	Gene mutation analysis	USES	APP gene	17880786	C1294200	lbpr	C1364818	aapp	39269208	67787533	1	1
1368	Gene mutation analysis	USES	APP gene	17880786	C1294200	lbpr	C1364818	aapp	39269208	67787533	1	1
1369	5' Flanking Region	PART_OF	AAAS gene	17911039	C0949645	bacs	C1422135	aapp	40281789	69646632	1	1
1370	5' Flanking Region	PART_OF	AAAS gene	17911039	C0949645	bacs	C1422135	aapp	40281789	69646632	1	1
1371	Mammals	LOCATION_OF	DDOST gene	16317064	C0024660	mamm	C1413949	aapp	42287337	73291582	1	1
1372	Mammals	LOCATION_OF	MCF2L gene	16317064	C0024660	mamm	C1422768	aapp	42287337	73291582	1	1
1373	Mammals	LOCATION_OF	DDOST gene	16317064	C0024660	mamm	C1413949	aapp	42287343	73291582	1	1
1374	Mammals	LOCATION_OF	MCF2L gene	16317064	C0024660	mamm	C1422768	aapp	42287343	73291582	1	1
1375	Mammals	LOCATION_OF	ribophorin II	16317064	C0024660	mamm	C0140513	aapp	42287351	73291582	1	1
1376	Mammals	LOCATION_OF	RPN1 gene	16317064	C0024660	mamm	C1419697	aapp	42287351	73291582	1	1
1377	Mammals	LOCATION_OF	CD47 Antigen	16317064	C0024660	mamm	C0220248	aapp	42287356	73291582	1	1
1378	Mammals	LOCATION_OF	ALPI gene	16317064	C0024660	mamm	C1412363	aapp	42287356	73291582	1	1
1379	Mammals	LOCATION_OF	CD47 gene	16317064	C0024660	mamm	C1332713	aapp	42287356	73291582	1	1
1380	Mammals	LOCATION_OF	IAPP gene	16317064	C0024660	mamm	C1415831	aapp	42287356	73291582	1	1
1381	Mammals	LOCATION_OF	MAGT1 gene	16317064	C0024660	mamm	C2239666	aapp	42287356	73291582	1	1
1382	Saccharomyces cerevisiae	LOCATION_OF	DDOST gene	16317064	C0036025	fngs	C1413949	aapp	42287368	73291582	1	1
1383	Saccharomyces cerevisiae	LOCATION_OF	MCF2L gene	16317064	C0036025	fngs	C1422768	aapp	42287368	73291582	1	1
1384	Patients	LOCATION_OF	AAAS gene	16938764	C0030705	humn	C1422135	aapp	45021565	78290428	0	1
1385	Patients	LOCATION_OF	AAAS gene	16938764	C0030705	humn	C1422135	aapp	45021565	78290428	0	1
1386	Serum	LOCATION_OF	Transferrin	14633925	C0229671	bdsu	C0040679	aapp	47348303	82566635	1	1
